State,Year,Month,Day,Title 1,First Name 1,Last Name 1,Title 2,First Name 2,Last Name 2,Face Value,Specie Value
1,1778,5,22.0,Esq,John,Langdon,,,,200,79.05556
1,1778,5,22.0,Esq,John,Langdon,,,,200,79.05556
1,1778,5,22.0,Esq,John,Langdon,,,,200,79.05556
1,1778,5,22.0,Esq,John,Langdon,,,,200,79.05556
1,1778,5,22.0,Esq,John,Langdon,,,,200,79.05556
1,1778,5,22.0,Esq,John,Langdon,,,,200,79.05556
1,1778,5,22.0,Esq,John,Langdon,,,,200,79.05556
1,1778,5,22.0,Esq,John,Langdon,,,,200,79.05556
1,1778,5,23.0,Esq,Joshua,Wentworth,,,,200,78.71111
1,1778,5,23.0,Esq,Joshua,Wentworth,,,,200,78.71111
1,1778,5,23.0,Esq,Joshua,Wentworth,,,,200,78.71111
1,1778,5,25.0,Honble,Thomas,Cushing,,,,200,78.0
1,1778,5,25.0,Honble,Thomas,Cushing,,,,200,78.0
1,1778,5,25.0,Honble,Thomas,Cushing,,,,200,78.0
1,1778,5,25.0,Honble,Thomas,Cushing,,,,200,78.0
1,1778,5,25.0,Honble,Thomas,Cushing,,,,200,78.0
1,1778,5,30.0,Jun,Benjamin,Austin,,,,200,76.26667
1,1778,6,2.0,Esq,Joshua,Wentworth,,,,200,75.24444
1,1778,6,2.0,Esq,Joshua,Wentworth,,,,200,75.24444
1,1778,6,2.0,Esq,Joshua,Wentworth,,,,200,75.24444
1,1778,6,2.0,Esq,Joshua,Wentworth,,,,200,75.24444
1,1778,6,2.0,Esq,Joshua,Wentworth,,,,200,75.24444
1,1778,6,2.0,Esq,Joshua,Wentworth,,,,200,75.24444
1,1778,6,2.0,Esq,Joshua,Wentworth,,,,200,75.24444
1,1778,6,2.0,Esq,Joshua,Wentworth,,,,200,75.24444
1,1778,6,2.0,Esq,Joshua,Wentworth,,,,200,75.24444
1,1778,6,4.0,Esq,John,Langdon,,,,200,74.57778
1,1778,6,4.0,Esq,John,Langdon,,,,200,74.57778
1,1778,6,4.0,Esq,John,Langdon,,,,200,74.57778
1,1778,6,4.0,Esq,John,Langdon,,,,200,74.57778
1,1778,6,4.0,Esq,John,Langdon,,,,200,74.57778
1,1778,6,4.0,Esq,John,Langdon,,,,200,74.57778
1,1778,6,9.0,Esq,William,Gardner,,,,200,72.92222
1,1778,6,9.0,Esq,William,Gardner,,,,200,72.92222
1,1778,6,9.0,Esq,William,Gardner,,,,200,72.92222
1,1778,6,9.0,Esq,William,Gardner,,,,200,72.92222
1,1778,6,9.0,Esq,William,Gardner,,,,200,72.92222
1,1778,6,9.0,Esq,William,Gardner,,,,200,72.92222
1,1778,6,9.0,Esq,William,Gardner,,,,200,72.92222
1,1778,6,9.0,Esq,William,Gardner,,,,200,72.92222
1,1778,6,9.0,Esq,William,Gardner,,,,200,72.92222
1,1778,6,9.0,Esq,William,Gardner,,,,200,72.92222
1,1778,6,9.0,Esq,William,Gardner,,,,200,72.92222
1,1778,6,9.0,Esq,William,Gardner,,,,200,72.92222
1,1778,6,9.0,Esq,William,Gardner,,,,200,72.92222
1,1778,6,9.0,Esq,William,Gardner,,,,200,72.92222
1,1778,6,9.0,Esq,William,Gardner,,,,200,72.92222
1,1778,6,9.0,Esq,William,Gardner,,,,200,72.92222
1,1778,6,9.0,Esq,William,Gardner,,,,200,72.92222
1,1778,6,9.0,Esq,William,Gardner,,,,200,72.92222
1,1778,6,11.0,,John,Noyes,,,,200,72.26667
1,1778,6,9.0,Esq,William,Gardner,,,,200,72.92222
1,1778,6,9.0,Esq,William,Gardner,,,,200,72.92222
1,1778,6,10.0,Honble,Thomas,Cushing,,,,200,72.58889
1,1778,6,10.0,Honble,Thomas,Cushing,,,,200,72.58889
1,1778,6,10.0,Honble,Thomas,Cushing,,,,200,72.58889
1,1778,6,10.0,Honble,Thomas,Cushing,,,,200,72.58889
1,1778,6,10.0,Honble,Thomas,Cushing,,,,200,72.58889
1,1778,6,10.0,Honble,Thomas,Cushing,,,,200,72.58889
1,1778,6,12.0,,Joseph,Bradley,,,,200,71.94444
1,1778,6,12.0,,Joseph,Bradley,,,,200,71.94444
1,1778,6,19.0,Cap,Thomas,Palmer,,,,200,69.71111
1,1778,6,8.0,Cap,Thomas,Noyes,,,,200,73.24444
1,1778,7,2.0,,Edward,Harris,,,,200,65.75556
1,1778,7,2.0,,Edward,Harris,,,,200,65.75556
1,1778,7,2.0,,Edward,Harris,,,,200,65.75556
1,1778,7,10.0,Esq,Jared,Tracy,,,,200,63.43333
1,1778,7,10.0,Esq,Jared,Tracy,,,,200,63.43333
1,1778,7,10.0,Esq,Jared,Tracy,,,,200,63.43333
1,1778,7,10.0,Esq,Jared,Tracy,,,,200,63.43333
1,1778,7,10.0,Esq,Jared,Tracy,,,,200,63.43333
1,1778,7,10.0,Esq,Jared,Tracy,,,,200,63.43333
1,1778,7,10.0,Esq,Jared,Tracy,,,,200,63.43333
1,1778,7,10.0,Esq,Jared,Tracy,,,,200,63.43333
1,1778,7,10.0,Esq,Jared,Tracy,,,,200,63.43333
1,1778,7,10.0,Esq,Jared,Tracy,,,,200,63.43333
1,1778,7,10.0,Esq,Jared,Tracy,,,,200,63.43333
1,1778,7,10.0,Esq,Jared,Tracy,,,,200,63.43333
1,1778,7,10.0,Esq,Jared,Tracy,,,,200,63.43333
1,1778,7,10.0,Esq,Jared,Tracy,,,,200,63.43333
1,1778,7,23.0,Esq,Joshua,Wentworth,,,,200,59.83333
1,1778,7,23.0,Esq,Joshua,Wentworth,,,,200,59.83333
1,1778,7,28.0,Esq,Joshua,Wentworth,,,,200,58.51111
1,1778,8,8.0,Doc,Josiah,Gilman,,,,200,55.68889
1,1778,8,14.0,Esq,William,Gardner,,,,200,54.21111
1,1778,8,14.0,Esq,Joshua,Wentworth,,,,200,54.21111
1,1778,8,14.0,Esq,William,Gardner,,,,200,54.21111
1,1778,9,12.0,Esq,Joshua,Wentworth,,,,200,47.28889
1,1778,9,12.0,Esq,Joshua,Wentworth,,,,200,47.28889
1,1778,9,12.0,Esq,Joshua,Wentworth,,,,200,47.28889
1,1778,9,12.0,Esq,Joshua,Wentworth,,,,200,47.28889
1,1778,9,12.0,Esq,Joshua,Wentworth,,,,200,47.28889
1,1778,9,12.0,Esq,Joshua,Wentworth,,,,200,47.28889
1,1778,9,12.0,Esq,Joshua,Wentworth,,,,200,47.28889
1,1778,9,12.0,Esq,Joshua,Wentworth,,,,200,47.28889
1,1778,9,12.0,Esq,Joshua,Wentworth,,,,200,47.28889
1,1778,9,12.0,Esq,Joshua,Wentworth,,,,200,47.28889
1,1778,11,21.0,Esq,Samuel,Gilman,,,,200,32.67778
1,1778,12,24.0,Esq,Ebenezer,Thompson,,,,200,28.06667
1,1778,12,24.0,Esq,Ebenezer,Thompson,,,,200,28.06667
1,1778,12,25.0,,Jabez,Hoit,,,,200,27.93333
1,1778,12,28.0,Col Esq,John,McClary,,,,200,27.51111
1,1779,1,25.0,Col,Samuel,Gilman,,,,200,23.86667
1,1779,1,25.0,Cap,James,Robinson,,,,200,23.86667
1,1779,1,25.0,Doc,Thomas,Stowramey,,,,200,23.86667
1,1779,1,27.0,Col,Daniel,Gilman,,,,200,23.63333
1,1779,1,27.0,Doc,Josiah,Gilman,,,,200,23.63333
1,1779,1,27.0,,Samuel,Leavitt,,,,200,23.63333
1,1779,1,28.0,,Edward,Sleeper,,,,200,23.51111
1,1779,1,28.0,,William,Gilman,,,,200,23.51111
1,1779,1,28.0,,Nathaniel,Prescott,,,,200,23.51111
1,1779,1,28.0,Esq,Jonathan,Bagley,,,,200,23.51111
1,1779,1,29.0,,Daniel,Clark,,,,200,23.51111
1,1779,1,29.0,,David,Burbank,,,,200,23.38889
1,1779,1,29.0,,Henry,Martin,,,,200,23.38889
1,1779,1,29.0,,John,Odiome,,,,200,23.38889
1,1779,1,29.0,,Jonathan,Dove,,,,200,23.38889
1,1779,1,30.0,,Archelaus,Morrill,,,,200,23.27778
1,1779,1,30.0,,Samuel,Stevens,,,,200,23.27778
1,1779,1,30.0,,John,Salter,,,,200,23.27778
1,1779,2,1.0,,Winthrop,Ausgood,,,,200,23.04444
1,1779,2,1.0,,John,Marston,,,,200,23.04444
1,1779,2,1.0,,Ephraim,Eastman,,,,200,23.04444
1,1779,2,1.0,,Thomas,Sheafe,,,,200,23.04444
1,1779,2,1.0,,Thomas,Sheafe,,,,200,23.04444
1,1779,2,1.0,,Henry,Sanborn,,,,200,23.04444
1,1779,2,1.0,,Moses,Morrill,,,,200,23.04444
1,1779,2,1.0,,Samuel,Allison,,,,200,23.04444
1,1779,2,1.0,,Samuel,Allison,,,,200,23.04444
1,1779,2,1.0,,Samuel,Allison,,,,200,23.04444
1,1779,2,2.0,,Nehemiah,Cram,,,,200,22.92222
1,1779,2,2.0,,Nathaniel,Ordway,,,,200,22.92222
1,1779,2,2.0,,Jonathan,Eliot,,,,200,22.92222
1,1779,2,2.0,Esq,Josiah,Bartlett,,,,200,22.92222
1,1779,2,2.0,Jun,Joseph,Calfe,,,,200,22.92222
1,1779,2,2.0,Cap,John,Calfe,,,,200,22.92222
1,1779,2,2.0,,Nathaniel,Treadwell,,,,200,22.92222
1,1779,2,3.0,Esq,John,Langdon,,,,200,22.81111
1,1779,2,3.0,Doc,Ezra,Green,,,,200,22.81111
1,1779,2,3.0,,John Clifford,Fifield,,,,200,22.81111
1,1779,2,3.0,,Hezekiah,Beedy,,,,200,22.81111
1,1779,2,3.0,Esq,Gordon,Hutchins,,,,200,22.81111
1,1779,2,3.0,,Samuel,Shephard,,,,200,22.81111
1,1779,2,3.0,,Samuel,Robinson,,,,200,22.81111
1,1779,2,3.0,,Simon,Prescott,,,,200,22.81111
1,1779,2,4.0,,Benjamin,Brown,,,,200,22.68889
1,1779,2,4.0,Jun,Joshua,Woodman,,,,200,22.68889
1,1779,2,4.0,,John M,Kenney,,,,200,22.68889
1,1779,2,4.0,,Tristram,Kedman,,,,200,22.68889
1,1779,2,4.0,,Richard,Smith,,,,200,22.68889
1,1779,2,5.0,,Benjamin,Page,,,,200,22.57778
1,1779,2,6.0,,Isaac,Marston,,,,200,22.46667
1,1779,2,6.0,,Samuel,Marston,,,,200,22.46667
1,1779,2,6.0,,John,Dorve,,,,200,22.46667
1,1779,2,6.0,Lt,David,Fogg,,,,200,22.46667
1,1779,2,8.0,,Thomas,Townsend,,,,200,22.23333
1,1779,2,8.0,,John,Moulton,,,,200,22.23333
1,1779,2,8.0,,Jeremiah,Moulton,,,,200,22.23333
1,1779,2,8.0,,David,Moulton,,,,200,22.23333
1,1779,2,9.0,,Phillip,Morrett,,,,200,22.12222
1,1779,2,9.0,,John,Yeaton,,,,200,22.12222
1,1779,2,10.0,,William,Haines,,,,200,22.01111
1,1779,2,10.0,,James,Diman,,,,200,22.01111
1,1779,2,10.0,Esq,Benjamin,Butler,,,,200,22.01111
1,1779,2,10.0,,Nathaniel,Chandler,,,,200,22.01111
1,1779,2,10.0,,John,Chandler,,,,200,22.01111
1,1779,2,10.0,,Robert,Moulton,,,,200,22.01111
1,1779,2,11.0,,Enoch,Nichols,,,,200,21.9
1,1779,2,11.0,,Samuel,Phittrick,,,,200,21.9
1,1779,2,11.0,Esq,Jonathan,Bagley,,,,200,21.9
1,1779,2,11.0,,Talitha,Barnard,,,,200,21.9
1,1779,2,11.0,,Samuel,Kinrick,,,,200,21.9
1,1779,2,11.0,,Mary,Burley,,,,200,21.9
1,1779,2,11.0,,John,Harvey,,,,200,21.9
1,1779,2,11.0,,Richard,Kimbal,,,,200,21.9
1,1779,2,11.0,,Thomas,Sargent,,,,200,21.9
1,1779,2,11.0,,Alexander,Willson,,,,200,21.9
1,1779,2,12.0,,Thomas,Morse,,,,200,21.78889
1,1779,2,12.0,,Jeremiah,Shephard,,,,200,21.78889
1,1779,2,16.0,,George,Brackett,,,,200,21.35556
1,1779,2,18.0,Jun,Ebenezer,Jones,,,,200,21.14444
1,1779,2,18.0,,Timothy,Ham,,,,200,21.14444
1,1779,2,18.0,Esq,George,Guins,,,,200,21.14444
1,1779,2,18.0,,Moses,Pike,,,,200,21.14444
1,1779,2,18.0,,Moses,Norton,,,,200,21.14444
1,1779,2,19.0,,Humphry,Noyes,,,,200,21.03333
1,1779,2,19.0,,Mehitable,Herriman,,,,200,21.03333
1,1779,2,19.0,Esq,Nathaniel,Peabody,,,,200,21.03333
1,1779,2,19.0,Col,Janathan,Chase,,,,200,21.03333
1,1779,2,20.0,,Samuel,Drake,,,,200,20.92222
1,1779,2,20.0,,William,Moore,,,,200,20.92222
1,1779,2,20.0,,Samuel,Sweat,,,,200,20.92222
1,1779,2,20.0,,Joseph,Hoight,,,,200,20.92222
1,1779,2,20.0,,Joseph,Hoight,,,,200,20.92222
1,1779,2,20.0,Esq,Samuel,,,,,200,20.92222
1,1779,2,23.0,,Jonathan,Leavitt,,,,200,20.61111
1,1779,2,23.0,,Atraer,Watkins,,,,200,20.61111
1,1779,2,23.0,,John,Lane,,,,200,20.61111
1,1779,2,24.0,,John,Moore,,,,200,20.51111
1,1779,2,24.0,,Andrew,Gilman,,,,200,20.51111
1,1779,2,24.0,,Leir,Chapman,,,,200,20.51111
1,1779,2,24.0,,John,Brown,,,,200,20.51111
1,1779,2,25.0,,Christopher,Huntrep,,,,200,20.4
1,1779,2,26.0,,Aaron,Wells,,,,200,20.3
1,1779,2,26.0,,Josiah,Bennett,,,,200,20.3
1,1779,2,26.0,,George,Lung,,,,200,20.3
1,1779,2,26.0,,,,,,,200,20.3
1,1779,2,26.0,,Anne,Tucke,,,,200,20.3
1,1779,2,27.0,Lt,Enoch,Noyes,,,,200,20.2
1,1779,2,27.0,,Joseph,Noyes,,,,200,20.2
1,1779,2,27.0,Col,Nathaniel,Peabody,,,,200,20.2
1,1779,2,27.0,Col,Nathaniel,Peabody,,,,200,20.2
1,1779,2,27.0,,John,French,,,,200,20.2
1,1779,2,27.0,,Elisha,Brown,,,,200,20.2
1,1779,3,1.0,,John,Reading,,,,200,20.0
1,1779,3,3.0,Esq,Jeremiah,Libbey,,,,200,19.86667
1,1779,3,4.0,,Jonathan,Pillsbury,,,,200,19.8
1,1779,3,4.0,,Jonathan,Pillsbury,,,,200,19.8
1,1779,3,4.0,,Isaac,Sanborn,,,,200,19.8
1,1779,3,4.0,Jun,Abraham,Sanborn,,,,200,19.8
1,1779,3,5.0,,Richard,Truesdel,,,,200,19.74444
1,1779,3,5.0,,Richard,Truesdel,,,,200,19.74444
1,1779,3,5.0,,Robert,Furnald,,,,200,19.74444
1,1779,3,6.0,,Dole,Pearson,,,,200,19.67778
1,1779,3,6.0,,Nathaniel,Gordon,,,,200,19.67778
1,1779,3,8.0,,David,French,,,,200,19.55556
1,1779,3,9.0,,Timothy,Waymouth,,,,200,19.48889
1,1779,3,9.0,,Mary,Layford,,,,200,19.48889
1,1779,3,9.0,,Ephraim,Fellous,,,,200,19.48889
1,1779,3,9.0,,John M,Coy,,,,200,19.48889
1,1779,3,9.0,,Thomas M,Coy,,,,200,19.48889
1,1779,3,10.0,,Jonathan,Sock,,,,200,19.42222
1,1779,3,11.0,,Nathaniel,Fitts,,,,200,19.36667
1,1779,3,11.0,,Samuel,Rowell,,,,200,19.36667
1,1779,3,11.0,,John,Calfe,,,,200,19.36667
1,1779,3,11.0,,Zaccheus,Colby,,,,200,19.36667
1,1779,3,11.0,,Elizabeth,Sparhawk,,,,200,19.36667
1,1779,3,11.0,Lady,Mary,Peperrell,,,,200,19.36667
1,1779,3,12.0,,Tobias,Lear,,,,200,19.3
1,1779,3,12.0,,Samuel,Brown,,,,200,19.3
1,1779,3,12.0,,Caleb,Webster,,,,200,19.3
1,1779,3,13.0,Esq,Nathaniel,Peabody,,,,200,19.24444
1,1779,3,13.0,,Margaret,Moores,,,,200,19.24444
1,1779,3,15.0,,Samuel,Robinson,,,,200,19.12222
1,1779,3,15.0,,Zachariah,Chandler,,,,200,19.12222
1,1779,3,16.0,Esq,Timothy,Walker,,,,200,19.05556
1,1779,3,16.0,,,,,,,200,19.05556
1,1779,3,16.0,,Ichabod,Robic,,,,200,19.05556
1,1779,3,17.0,,Peter,Fifield,,,,200,19.0
1,1779,3,17.0,,Peter,Fifield,,,,200,19.0
1,1779,3,17.0,,Joseph,Kimbal,,,,200,19.0
1,1779,3,19.0,,Benjamin,Butler,,,,200,18.87778
1,1779,3,20.0,,Enoch,Sweat,,,,200,18.81111
1,1779,3,24.0,Rev,Samuel,Haven,,,,200,18.57778
1,1779,3,25.0,Cap,John,Corney,,,,200,18.52222
1,1779,3,26.0,,John,Breed,,,,200,18.45556
